"Год","Регион","mean_salary","flat_count"
2006,"Свердловская область",11167.6,16092
2006,"Смоленская область",6722.8,3983
2006,"Тамбовская область",6814.8,4221
2006,"Томская область",9992.4,5749
2006,"Ставропольский край",6488.4,7315
2006,"Тульская область",6564.1,2980
2006,"Тюменская область",18813.4,23985
2006,"Ханты-Мансийский ...",22481.9,11189
2006,"Ямало-Ненецкий ав...",27665,4313
2006,"Ульяновская область",6137.1,4025
2006,"Челябинская область",8655.2,15265
2006,"Забайкальский край",7119.2,2505
2006,"Чукотский авт.округ",23326.1,149
2006,"Ярославская область",8263.5,3463
2006,"Республика Адыгея",4731,282
2006,"Хабаровский край",12356.6,3005
2006,"Республика Башкор...",8903.6,21278
2006,"Республика Бурятия",6989.8,2932
2006,"Республика Дагестан",6112.1,5707
2006,"Кабардино-Балкарс...",5258.5,1526
2006,"Республика Алтай",5557,679
2006,"Республика Калмыкия",3456.7,692
2006,"Республика Карелия",9127.6,1444
2006,"Республика Коми",13782.2,2701
2006,"Республика Марий Эл",4896.5,2635
2006,"Республика Мордовия",4826.9,2740
2006,"Республика Северн...",5976.7,1874
2006,"Карачаево-Черкесс...",5196.3,624
2006,"Республика Татарстан",9365.5,17980
2006,"Республика Тыва",4819.6,359
2006,"Удмуртская Респуб...",6262,4730
2006,"Республика Хакасия",6425.5,1429
2006,"Чувашская Республика",5448.8,8616
2006,"Республика Саха (...",13554.9,3668
2006,"Еврейская автоном...",7623.8,309
2007,"Алтайский край",7597.1,7133
2007,"Амурская область",9662.3,2631
2007,"Архангельская обл...",11702.8,3731
2007,"Ненецкий авт.округ",38038.8,620
2007,"Астраханская область",8638.6,4345
2007,"Белгородская область",9399.1,11857
2007,"Брянская область",7626.2,3651
2007,"Владимирская область",7014.9,4587
2007,"Волгоградская обл...",9409.8,8000
2007,"Вологодская область",10521,6658
2007,"Воронежская область",8306.6,12362
2007,"Нижегородская обл...",10171.9,13151
2007,"Ивановская область",5683.5,1674
2007,"Иркутская область",10280,7259
2007,"Республика Ингушетия",4886.7,1725
2007,"Калининградская о...",11430.7,8971
2007,"Тверская область",8542.9,4984
2007,"Калужская область",9185.5,5674
2007,"Центральный федер...",16631.2,233610
2007,"Краснодарский край",9692.3,31890
2007,"Камчатский край",16787.1,305
2007,"Северо-Западный ф...",13163,76261
2007,"Кемеровская область",11876,14318
2007,"Приволжский федер...",9958.9,144309
2007,"Кировская область",7407.4,5331
2007,"Уральский федерал...",15221.9,72626
2007,"Костромская область",7857.3,1428
2007,"Сибирский федерал...",10413.7,92216
2007,"Дальневосточный ф...",13597.4,16874
2007,"Самарская область",13779.3,15766
2007,"Курганская область",8700.9,2477
2007,"Курская область",8686.6,5216
2007,"Красноярский край",12880.3,16529
2007,"г.Санкт-Петербург",16214.2,38051
2007,"Ленинградская обл...",10201.2,9105
2007,"Липецкая область",9471.9,6902
2007,"Магаданская область",16634.1,322
2007,"г.Москва",33314.8,66112
2007,"Московская область",14034.1,81219
2007,"Мурманская область",15859.1,115
2007,"Новгородская область",8614.1,3501
2007,"Приморский край",10894.4,3595
2007,"Новосибирская обл...",10290.2,16674
2007,"Омская область",11450.7,14451
2007,"Оренбургская область",7914.3,7729
2007,"Орловская область",7324.9,4472
2007,"Пензенская область",7908.4,6451
2007,"Пермский край",13691.1,11602
2007,"Псковская область",7923.2,1654
2007,"Ростовская область",9538.8,18797
2007,"Рязанская область",8049,6080
2007,"Саратовская область",7320.3,11807
2007,"Сахалинская область",20513,1150
2007,"Российская Федерация",12540.2,722
2007,"Свердловская область",14481.5,20376
2007,"Смоленская область",8227.9,3998
2007,"Тамбовская область",8514.7,4434
2007,"Томская область",11997.9,6330
2007,"Ставропольский край",8122.4,9368
2007,"Тульская область",8264.7,3490
2007,"Тюменская область",22794.5,29065
2007,"Ханты-Мансийский ...",27357.9,12878
2007,"Ямало-Ненецкий ав...",32589.9,3854
2007,"Ульяновская область",7761.7,4770
2007,"Челябинская область",10699.6,20788
2007,"Забайкальский край",8265.4,3203
2007,"Чукотский авт.округ",26557.3,147
2007,"Ярославская область",10101.3,5470
2007,"Республика Адыгея",5802.1,733
2007,"Хабаровский край",15081,3454
2007,"Республика Башкор...",11072.8,22827
2007,"Республика Бурятия",8845.7,3443
2007,"Республика Дагестан",7724.2,6470
2007,"Кабардино-Балкарс...",6902,1666
2007,"Республика Алтай",7066.8,819
2007,"Республика Калмыкия",4375.2,743
2007,"Республика Карелия",10547.6,1634
2007,"Республика Коми",16760.7,2841
2007,"Республика Марий Эл",6072.3,3332
2007,"Республика Мордовия",6060.4,3274
2007,"Республика Северн...",7781.7,1747
2007,"Карачаево-Черкесс...",6402,690
2007,"Республика Татарстан",11566.9,22656
2007,"Республика Тыва",5959.2,505
2007,"Удмуртская Респуб...",7823.8,5397
2007,"Республика Хакасия",8066.9,1552
2007,"Чувашская Республика",6848.7,10215
2007,"Республика Саха (...",15571.2,4888
2007,"Еврейская автоном...",8751.5,382
2008,"Алтайский край",9973.6,7514
2008,"Амурская область",12297.4,2815
2008,"Архангельская обл...",15004.5,5022
2008,"Ненецкий авт.округ",48930.2,1139
2008,"Астраханская область",11066.9,2982
2008,"Белгородская область",12748.9,12251
2008,"Брянская область",10083.4,3939
2008,"Владимирская область",9479.9,4691
2008,"Волгоградская обл...",10833.5,8945
2008,"Вологодская область",12229.7,8642
2008,"Воронежская область",10586.8,15503
2008,"Нижегородская обл...",13078.2,16174
2008,"Ивановская область",8343.1,2190
2008,"Иркутская область",13169.4,7421
2008,"Республика Ингушетия",6909.2,547
2008,"Калининградская о...",12919.9,9355
2008,"Тверская область",10803.3,3811
2008,"Калужская область",11612.4,7493
2008,"Центральный федер...",18590.3,224193
2008,"Краснодарский край",11906.2,34190
2008,"Камчатский край",20116.1,874
2008,"Северо-Западный ф...",14915.3,93129
2008,"Кемеровская область",14670.1,15129
2008,"Приволжский федер...",12391.8,160569
2008,"Кировская область",10370.4,6429
2008,"Уральский федерал...",18951.9,80210
2008,"Костромская область",9607.9,1476
2008,"Сибирский федерал...",13044.7,97285
2008,"Дальневосточный ф...",15916.2,19106
2008,"Самарская область",15564.2,16563
2008,"Курганская область",11445.4,3777
2008,"Курская область",11523.9,5667
2008,"Красноярский край",15908.7,16199
2008,"г.Санкт-Петербург",16946,48050
2008,"Ленинградская обл...",11567.3,10896
2008,"Липецкая область",12085.1,6701
2008,"Магаданская область",19937.2,259
2008,"г.Москва",31940.1,46543
2008,"Московская область",19046.8,83026
2008,"Мурманская область",19615.2,56
2008,"Новгородская область",11653.3,4134
2008,"Приморский край",12927.3,4033
2008,"Новосибирская обл...",13040.3,18351
2008,"Омская область",13801.5,13985
2008,"Оренбургская область",10508.3,7926
2008,"Орловская область",10027.3,4400
2008,"Пензенская область",10043.5,6902
2008,"Пермский край",16398,10585
2008,"Псковская область",10336.4,2002
2008,"Ростовская область",12027.7,20402
2008,"Рязанская область",11214.8,6780
2008,"Саратовская область",9155.7,12880
2008,"Сахалинская область",25007.3,2011
2008,"Российская Федерация",14863.6,768
2008,"Свердловская область",17481.2,20290
2008,"Смоленская область",11222.5,4359
2008,"Тамбовская область",11144.9,5193
2008,"Томская область",13584.3,7429
2008,"Ставропольский край",9745.6,11333
2008,"Тульская область",11227,4693
2008,"Тюменская область",27984.1,31822
2008,"Ханты-Мансийский ...",33197.3,13193
2008,"Ямало-Ненецкий ав...",39568.6,3801
2008,"Ульяновская область",9727.8,5473
2008,"Челябинская область",14120,24321
2008,"Забайкальский край",11047.2,3657
2008,"Чукотский авт.округ",30554.3,28
2008,"Ярославская область",12815.8,5478
2008,"Республика Адыгея",8047,777
2008,"Хабаровский край",16283.5,4242
2008,"Республика Башкор...",14245.4,27935
2008,"Республика Бурятия",11233.4,4076
2008,"Республика Дагестан",10541.1,7689
2008,"Кабардино-Балкарс...",8931.4,2009
2008,"Республика Алтай",10384.8,807
2008,"Республика Калмыкия",5530.9,672
2008,"Республика Карелия",12833.8,2122
2008,"Республика Коми",19334,2846
2008,"Республика Марий Эл",7825.4,3546
2008,"Республика Мордовия",8269.6,3814
2008,"Республика Северн...",9847.5,2157
2008,"Карачаево-Черкесс...",7918.1,599
2008,"Республика Татарстан",14163.7,26626
2008,"Республика Тыва",8084.1,658
2008,"Удмуртская Респуб...",9586.6,5689
2008,"Республика Хакасия",10303.6,2058
2008,"Чувашская Республика",8732.2,10026
2008,"Республика Саха (...",18586.4,4196
2008,"Еврейская автоном...",11306.3,648
2009,"Алтайский край",9868.3,8675
2009,"Амурская область",13196.4,2348
2009,"Архангельская обл...",17523.4,3624
2009,"Ненецкий авт.округ",49090.8,762
2009,"Астраханская область",13011.9,4450
2009,"Белгородская область",14146.7,10996
2009,"Брянская область",11484.3,4765
2009,"Владимирская область",10827.5,5715
2009,"Волгоградская обл...",12530.7,7216
2009,"Вологодская область",12239.1,7571
2009,"Воронежская область",11999.4,11534
2009,"Нижегородская обл...",14490.7,17792
2009,"Ивановская область",9351.2,2197
2009,"Иркутская область",13909.9,8066
2009,"Республика Ингушетия",8000.5,341
2009,"Калининградская о...",14771.7,7341
2009,"Тверская область",12185,5078
2009,"Калужская область",13379.8,5028
2009,"Центральный федер...",21931.1,215926
2009,"Краснодарский край",13752.1,30458
2009,"Камчатский край",24051.1,901
2009,"Северо-Западный ф...",17389.9,80564
2009,"Кемеровская область",13736.1,15139
2009,"Приволжский федер...",13961.9,147899
2009,"Кировская область",11245.4,4716
2009,"Уральский федерал...",20072.8,64361
2009,"Костромская область",10695.6,2082
2009,"Сибирский федерал...",13713.7,85033
2009,"Дальневосточный ф...",18761.6,19987
2009,"Самарская область",18021,11529
2009,"Курганская область",12153.2,3951
2009,"Северо-Кавказский...",11401.7,25010
2009,"Курская область",12801.5,6556
2009,"Красноярский край",17008.8,11977
2009,"г.Санкт-Петербург",21552.8,38990
2009,"Ленинградская обл...",12537.7,12144
2009,"Липецкая область",14487.2,5572
2009,"Магаданская область",24753.9,271
2009,"г.Москва",40071.6,33091
2009,"Московская область",20064.1,93041
2009,"Мурманская область",22333.1,290
2009,"Новгородская область",13388.8,3860
2009,"Приморский край",15485.6,3705
2009,"Новосибирская обл...",15117.7,16851
2009,"Омская область",14061.1,7584
2009,"Оренбургская область",12008.1,8169
2009,"Орловская область",10926.5,4141
2009,"Пензенская область",11415.5,7101
2009,"Пермский край",17975,8702
2009,"Псковская область",11438,2620
2009,"Ростовская область",12800,18113
2009,"Рязанская область",11968.4,7348
2009,"Саратовская область",10485.5,14682
2009,"Сахалинская область",28348.7,1780
2009,"Российская Федерация",16895,701857
2009,"Свердловская область",19722.5,17482
2009,"Смоленская область",12616,4577
2009,"Тамбовская область",11970.2,4666
2009,"Томская область",13917.6,5932
2009,"Ставропольский край",11244.5,10415
2009,"Тульская область",13191,4195
2009,"Тюменская область",27719,27784
2009,"Ханты-Мансийский ...",32196.7,11429
2009,"Ямало-Ненецкий ав...",40196.3,2178
2009,"Ульяновская область",10762.7,4634
2009,"Челябинская область",15215.1,15144
2009,"Забайкальский край",12704.8,3821
2009,"Чукотский авт.округ",33607.2,91
2009,"Ярославская область",13424.6,5344
2009,"Республика Адыгея",10555.8,1313
2009,"Хабаровский край",19928.4,5525
2009,"Республика Башкор...",16124.8,24347
2009,"Республика Бурятия",12956.1,3463
2009,"Республика Дагестан",13250.1,9089
2009,"Кабардино-Балкарс...",9985.6,1710
2009,"Республика Алтай",11081.3,867
2009,"Республика Калмыкия",6953.5,814
2009,"Республика Карелия",14293,2267
2009,"Республика Коми",20085,1857
2009,"Республика Марий Эл",9205.4,3413
2009,"Республика Мордовия",9522.2,3964
2009,"Республика Северн...",9977.7,2214
2009,"Карачаево-Черкесс...",9200.6,658
2009,"Республика Татарстан",15892.5,24004
2009,"Республика Тыва",10041.8,750
2009,"Удмуртская Респуб...",11060,5617
2009,"Республика Хакасия",10705.7,1907
2009,"Чувашская Республика",9586.3,9230
2009,"Республика Саха (...",21161.7,4613
2009,"Еврейская автоном...",13646.2,752
2010,"Алтайский край",11029.3,9113
2010,"Амурская область",14323.4,2780
2010,"Архангельская обл...",19608.8,3987
2010,"Ненецкий авт.округ",52270.1,701
2010,"Астраханская область",14697.2,4997
2010,"Белгородская область",16992.8,10898
2010,"Брянская область",13358.4,5008
2010,"Владимирская область",12956.2,5947
2010,"Волгоградская обл...",13774.8,7337
2010,"Вологодская область",14115.1,6494
2010,"Воронежская область",13883.3,14533
2010,"Нижегородская обл...",16477.3,18481
2010,"Ивановская область",11123.5,2217
2010,"Иркутская область",15109.7,10071
2010,"Республика Ингушетия",9630,1367
2010,"Калининградская о...",16040.1,6709
2010,"Тверская область",13872.6,5275
2010,"Калужская область",15477.4,5805
2010,"Центральный федер...",24644.7,202683
2010,"Краснодарский край",16892.1,37146
2010,"Камчатский край",27010.3,783
2010,"Северо-Западный ф...",19836.7,81683
2010,"Кемеровская область",15341.2,14713
2010,"Приволжский федер...",15840.1,149382
2010,"Кировская область",13330.9,5834
2010,"Уральский федерал...",21832,62307
2010,"Костромская область",13314.8,1941
2010,"Сибирский федерал...",15006.6,95234
2010,"Дальневосточный ф...",20807.2,23300
2010,"Самарская область",20223.1,13612
2010,"Курганская область",13498.9,2046
2010,"Северо-Кавказский...",13253.4,30679
2010,"Курская область",14685.1,5466
2010,"Красноярский край",18261.6,14572
2010,"г.Санкт-Петербург",24824.3,42761
2010,"Ленинградская обл...",14798.5,12122
2010,"Липецкая область",15935.8,5217
2010,"Магаданская область",27800.7,262
2010,"г.Москва",44051.5,22825
2010,"Московская область",22641,89283
2010,"Мурманская область",24046.5,397
2010,"Новгородская область",15598.9,3706
2010,"Приморский край",17297.9,6647
2010,"Новосибирская обл...",16276,19217
2010,"Омская область",15199,9598
2010,"Оренбургская область",13557.1,6210
2010,"Орловская область",13114.6,3458
2010,"Пензенская область",12920.4,7331
2010,"Пермский край",19834.3,10231
2010,"Псковская область",12797.6,2146
2010,"Ростовская область",14647.1,18508
2010,"Рязанская область",13886.3,6211
2010,"Саратовская область",12146.6,12665
2010,"Сахалинская область",30727,2563
2010,"Российская Федерация",18958.4,716930
2010,"Свердловская область",22193.8,21264
2010,"Смоленская область",14546,4206
2010,"Тамбовская область",13630.8,5321
2010,"Томская область",15070.5,6238
2010,"Ставропольский край",13016.1,13839
2010,"Тульская область",15349.5,4807
2010,"Тюменская область",28756.7,26611
2010,"Ханты-Мансийский ...",32385,8557
2010,"Ямало-Ненецкий ав...",43367.1,2337
2010,"Ульяновская область",13132.4,4326
2010,"Челябинская область",16821.1,12385
2010,"Забайкальский край",14204.5,4224
2010,"Чукотский авт.округ",38146.8,8
2010,"Ярославская область",14490.6,4266
2010,"Республика Адыгея",12278.7,1608
2010,"Хабаровский край",22478.9,4602
2010,"Республика Башкор...",17498.9,23045
2010,"Республика Бурятия",14270.7,3922
2010,"Республика Дагестан",15678.3,9095
2010,"Кабардино-Балкарс...",11290,2489
2010,"Республика Алтай",13535.7,1065
2010,"Республика Калмыкия",7774,1216
2010,"Республика Карелия",16045.7,2129
2010,"Республика Коми",22260.3,1332
2010,"Республика Марий Эл",10335.7,3184
2010,"Республика Мордовия",11294.2,3913
2010,"Республика Северн...",13192.9,2450
2010,"Карачаево-Черкесс...",10878,470
2010,"Республика Татарстан",18424,25444
2010,"Республика Тыва",10159.6,757
2010,"Удмуртская Респуб...",12983.6,6154
2010,"Республика Хакасия",12806.4,1744
2010,"Чеченская Республика",11982.4,969
2010,"Чувашская Республика",11065.8,8952
2010,"Республика Саха (...",23088.1,4842
2010,"Еврейская автоном...",15347.8,812
2011,"Алтайский край",12499.9,8842
2011,"Амурская область",17789.7,3836
2011,"Архангельская обл...",21454.8,4048
2011,"Ненецкий авт.округ",54632.3,488
2011,"Астраханская область",16032,4077
2011,"Белгородская область",18799.7,10538
2011,"Брянская область",15347.6,5647
2011,"Владимирская область",14312.2,4980
2011,"Волгоградская обл...",14519.4,6924
2011,"Вологодская область",15637.9,7044
2011,"Воронежская область",15908.5,12700
2011,"Нижегородская обл...",18336.7,19884
2011,"Ивановская область",13005.5,2369
2011,"Иркутская область",16017.2,11402
2011,"Республика Ингушетия",11562.2,681
2011,"Калининградская о...",16880.5,7294
2011,"Тверская область",14943.4,4530
2011,"Калужская область",17556.9,7532
2011,"Центральный федер...",27089,213985
2011,"Краснодарский край",18796,38935
2011,"Камчатский край",28964.9,1196
2011,"Северо-Западный ф...",21184.5,89430
2011,"Кемеровская область",16666,14986
2011,"Приволжский федер...",17282.2,168497
2011,"Кировская область",14675,6973
2011,"Уральский федерал...",23907.7,74283
2011,"Костромская область",14574.3,1968
2011,"Сибирский федерал...",16567.9,105420
2011,"Дальневосточный ф...",22870,27430
2011,"Самарская область",21756.1,17115
2011,"Курганская область",14353,2407
2011,"Северо-Кавказский...",15050,32796
2011,"Курская область",16386.9,6280
2011,"Красноярский край",20145.5,15108
2011,"г.Санкт-Петербург",26068.8,45058
2011,"Ленинградская обл...",15931.8,14813
2011,"Липецкая область",16811.3,5854
2011,"Магаданская область",30452.1,258
2011,"г.Москва",47318.9,23587
2011,"Московская область",25604.5,97348
2011,"Мурманская область",25303.5,263
2011,"Новгородская область",16980.9,3720
2011,"Приморский край",19159.7,7778
2011,"Новосибирская обл...",18244.1,24015
2011,"Омская область",17247.9,10706
2011,"Оренбургская область",14892,7774
2011,"Орловская область",14824.3,4673
2011,"Пензенская область",14171.5,9220
2011,"Пермский край",21307.3,10077
2011,"Псковская область",14185.3,2649
2011,"Ростовская область",16010.3,20636
2011,"Рязанская область",14788,6462
2011,"Саратовская область",13097.3,13293
2011,"Сахалинская область",32268.2,3235
2011,"Российская Федерация",20780,785561
2011,"Свердловская область",24892.6,22584
2011,"Смоленская область",15969.1,4346
2011,"Тамбовская область",15150.6,5859
2011,"Томская область",16516,7471
2011,"Ставропольский край",14439.9,16285
2011,"Тульская область",16975,2357
2011,"Тюменская область",30705.8,31620
2011,"Ханты-Мансийский ...",33926,11854
2011,"Ямало-Ненецкий ав...",46784.5,2900
2011,"Ульяновская область",14312.1,5822
2011,"Челябинская область",18459.9,17671
2011,"Забайкальский край",15968.8,4294
2011,"Чукотский авт.округ",43049.4,44
2011,"Ярославская область",15508.9,6955
2011,"Республика Адыгея",14271.6,1398
2011,"Хабаровский край",23766.2,5625
2011,"Республика Башкор...",19029.8,23684
2011,"Республика Бурятия",15715.5,4718
2011,"Республика Дагестан",18278.1,10413
2011,"Кабардино-Балкарс...",12636.2,1872
2011,"Республика Алтай",13836.9,1197
2011,"Республика Калмыкия",8829.4,1247
2011,"Республика Карелия",17542.7,2502
2011,"Республика Коми",23924.9,2038
2011,"Республика Марий Эл",11328.4,3692
2011,"Республика Мордовия",11948,5039
2011,"Республика Северн...",13757,2104
2011,"Карачаево-Черкесс...",11741.6,505
2011,"Республика Татарстан",20222.6,30479
2011,"Республика Тыва",10962.8,744
2011,"Удмуртская Респуб...",14452.3,6845
2011,"Республика Хакасия",14222.8,1937
2011,"Чеченская Республика",14026.5,937
2011,"Чувашская Республика",12083,8599
2011,"Республика Саха (...",25616.9,4659
2011,"Еврейская автоном...",16525.3,799
2012,"Алтайский край",13628.9,8472
2012,"Амурская область",21469.3,5629
2012,"Архангельская обл...",23635.8,4365
2012,"Ненецкий авт.округ",61936.9,485
2012,"Астраханская область",17773.4,3733
2012,"Белгородская область",21562.9,11104
2012,"Брянская область",17421.6,6084
2012,"Владимирская область",16136,5626
2012,"Волгоградская обл...",16066.4,10160
2012,"Вологодская область",18125.2,6027
2012,"Воронежская область",18885.1,15581
2012,"Нижегородская обл...",21517.6,20273
2012,"Ивановская область",15930.1,2414
2012,"Иркутская область",17720.3,13233
2012,"Республика Ингушетия",12375.5,717
2012,"Калининградская о...",19371.3,8235
2012,"Тверская область",17247.3,4782
2012,"Калужская область",20621.2,7827
2012,"Центральный федер...",29721,221774
2012,"Краснодарский край",21077.2,48833
2012,"Камчатский край",31481.6,1010
2012,"Северо-Западный ф...",23403.1,87285
2012,"Кемеровская область",18385.5,15059
2012,"Приволжский федер...",19596.8,176069
2012,"Кировская область",16529.9,6915
2012,"Уральский федерал...",26174.8,90717
2012,"Костромская область",15808.2,2693
2012,"Сибирский федерал...",18322.1,109979
2012,"Дальневосточный ф...",25325.9,28717
2012,"Самарская область",24683,19968
2012,"Курганская область",16019.5,3251
2012,"Северо-Кавказский...",17076.2,35306
2012,"Курская область",18807.8,6359
2012,"Красноярский край",22137.6,16095
2012,"г.Санкт-Петербург",27794.6,41758
2012,"Ленинградская обл...",17925,14824
2012,"Липецкая область",19777.4,5377
2012,"Магаданская область",36575.6,384
2012,"г.Москва",48621.6,42551
2012,"Московская область",29699.1,81075
2012,"Мурманская область",28604.2,436
2012,"Новгородская область",19649.2,4358
2012,"Приморский край",21299.7,7808
2012,"Новосибирская обл...",20637.1,25083
2012,"Омская область",19468.8,10168
2012,"Оренбургская область",16539.1,7814
2012,"Орловская область",16762.2,4633
2012,"Пензенская область",15765.3,10314
2012,"Пермский край",23269.6,11704
2012,"Псковская область",16412.1,3116
2012,"Ростовская область",17987.3,22634
2012,"Рязанская область",17664.4,7400
2012,"Саратовская область",14243.3,11386
2012,"Сахалинская область",33459.5,2692
2012,"Российская Федерация",23058,838029
2012,"Свердловская область",27709.2,24177
2012,"Смоленская область",18250.4,2985
2012,"Тамбовская область",17469.8,5204
2012,"Томская область",17875.6,7809
2012,"Ставропольский край",16877.2,16740
2012,"Тульская область",19291.1,2907
2012,"Тюменская область",33280.7,39013
2012,"Ханты-Мансийский ...",36088.1,15675
2012,"Ямало-Ненецкий ав...",52342.3,3583
2012,"Ульяновская область",16350.6,6427
2012,"Челябинская область",19762.5,24276
2012,"Забайкальский край",17335.6,4508
2012,"Чукотский авт.округ",47856.7,26
2012,"Ярославская область",18512.5,7171
2012,"Республика Адыгея",17025.3,1298
2012,"Хабаровский край",25649.3,4756
2012,"Республика Башкор...",21258.8,27085
2012,"Республика Бурятия",17119,5429
2012,"Республика Дагестан",20647.9,10684
2012,"Кабардино-Балкарс...",13681.1,2010
2012,"Республика Алтай",14277.7,1266
2012,"Республика Калмыкия",10183.8,993
2012,"Республика Карелия",20037.4,2773
2012,"Республика Коми",26787.3,1392
2012,"Республика Марий Эл",12537.9,4290
2012,"Республика Мордовия",13062.7,3949
2012,"Республика Северн...",16184.7,1537
2012,"Карачаево-Черкесс...",13353.9,645
2012,"Республика Татарстан",24009.8,29538
2012,"Республика Тыва",11932.6,702
2012,"Удмуртская Респуб...",16411,7338
2012,"Республика Хакасия",15991.4,2154
2012,"Чеченская Республика",15256.9,2973
2012,"Чувашская Республика",13754.9,9068
2012,"Республика Саха (...",28457.3,5520
2012,"Еврейская автоном...",18151.4,891
