Год,Регион,mean_salary,flat_count,latitude,distance_to_moscow_km,Population,district
2009,Кабардино-Балкарс...,9985.6,1710,43.4833,1700,858.0,СКФО
2009,Республика Алтай,11081.3,867,51.9582,3600,205.0,СФО
2009,Республика Калмыкия,6953.5,814,46.3078,1300,290.0,ЮФО
2009,Республика Карелия,14293.0,2267,61.785,1000,654.0,СЗФО
2009,Республика Коми,20085.0,1857,61.6667,1300,922.0,СЗФО
2009,Республика Марий Эл,9205.4,3413,56.63,800,701.0,ПФО
2009,Республика Мордовия,9522.2,3964,54.1833,600,845.0,ПФО
2009,Республика Северн...,9977.7,2214,43.02,1900,712.0,СКФО
2009,Карачаево-Черкесс...,9200.6,658,44.22,1400,470.0,СКФО
2009,Республика Татарстан,15892.5,24004,55.83,800,3774.0,ПФО
2009,Республика Тыва,10041.8,750,51.7,4200,305.0,СФО
2009,Удмуртская Респуб...,11060.0,5617,56.85,1100,1528.0,ПФО
2009,Республика Хакасия,10705.7,1907,53.7167,4000,532.0,СФО
2009,Чувашская Республика,9586.3,9230,56.15,700,1258.0,ПФО
2009,Республика Саха (...,21161.7,4613,62.0281,5000,958.0,ДВФО
2009,Еврейская автоном...,13646.2,752,48.4667,6700,178.0,ДВФО
2010,Алтайский край,11029.3,9113,53.3548,3600,2431.0,СФО
2010,Амурская область,14323.4,2780,50.2907,6500,835.0,ДВФО
2010,Архангельская обл...,19608.8,3987,64.5393,1200,1237.0,СЗФО
2010,Ненецкий авт.округ,52270.1,701,67.6383,1500,42.0,СЗФО
2010,Астраханская область,14697.2,4997,46.3497,1400,1011.0,ЮФО
2010,Белгородская область,16992.8,10898,50.5978,700,1532.0,ЦФО
2010,Брянская область,13358.4,5008,53.2521,380,1287.0,ЦФО
2010,Владимирская область,12956.2,5947,56.1282,180,1450.0,ЦФО
2010,Волгоградская обл...,13774.8,7337,48.7078,970,2614.0,ЮФО
2010,Вологодская область,14115.1,6494,59.2239,450,1208.0,СЗФО
2010,Воронежская область,13883.3,14533,51.6608,520,2335.0,ЦФО
2010,Нижегородская обл...,16477.3,18481,56.3269,420,3327.0,ПФО
2010,Ивановская область,11123.5,2217,57.0003,300,1068.0,ЦФО
2010,Иркутская область,15109.7,10071,52.2864,5200,2440.0,СФО
2010,Республика Ингушетия,9630.0,1367,43.1667,1700,412.0,СКФО
2010,Калининградская о...,16040.1,6709,54.7104,1100,938.0,СЗФО
2010,Тверская область,13872.6,5275,56.8587,180,1365.0,ЦФО
2010,Калужская область,15477.4,5805,54.5143,190,1015.0,ЦФО
2010,Центральный федер...,24644.7,202683,55.7558,0,38335.0,ЦФО
2010,Краснодарский край,16892.1,37146,45.0355,1200,5214.0,ЮФО
2010,Камчатский край,27010.3,783,53.0444,6770,323.0,ДВФО
2010,Северо-Западный ф...,19836.7,81683,59.9343,635,13604.0,СЗФО
2010,Кемеровская область,15341.2,14713,55.3333,3600,2773.0,СФО
2010,Приволжский федер...,15840.1,149382,55.83,800,29993.0,ПФО
2010,Кировская область,13330.9,5834,58.6035,900,1353.0,ПФО
2010,Уральский федерал...,21832.0,62307,56.8389,1800,12087.0,УрФО
2010,Костромская область,13314.8,1941,57.7679,350,673.0,ЦФО
2010,Сибирский федерал...,15006.6,95234,55.0415,3300,19287.0,СФО
2010,Дальневосточный ф...,20807.2,23300,43.1155,9300,6320.0,ДВФО
2010,Самарская область,20223.1,13612,53.1959,1050,3221.0,ПФО
2010,Южный федеральный...,15113.9,70812,45.0355,1200,13854.0,ЮФО
2010,Курганская область,13498.9,2046,55.4412,1900,918.0,УрФО
2010,Северо-Кавказский...,13253.4,30679,43.02,1900,9353.0,СКФО
2010,Курская область,14685.1,5466,51.7373,500,1135.0,ЦФО
2010,Красноярский край,18261.6,14572,56.0153,4100,2833.0,СФО
2010,г.Санкт-Петербург,24824.3,42761,59.9343,635,4833.0,СЗФО
2010,Ленинградская обл...,14798.5,12122,59.9343,635,1705.0,СЗФО
2010,Липецкая область,15935.8,5217,52.6031,420,1177.0,ЦФО
2010,Магаданская область,27800.7,262,59.5681,5900,159.0,ДВФО
2010,г.Москва,44051.5,22825,55.7558,0,11382.0,ЦФО
2010,Московская область,22641.0,89283,55.7558,0,7024.0,ЦФО
2010,Мурманская область,24046.5,397,68.9792,1900,800.0,СЗФО
2010,Новгородская область,15598.9,3706,58.5214,530,640.0,СЗФО
2010,Приморский край,17297.9,6647,43.1155,9300,1965.0,ДВФО
2010,Новосибирская обл...,16276.0,19217,55.0415,3300,2662.0,СФО
2010,Омская область,15199.0,9598,54.9924,2700,1984.0,СФО
2010,Оренбургская область,13557.1,6210,51.7674,1400,2042.0,ПФО
2010,Орловская область,13114.6,3458,52.9668,360,793.0,ЦФО
2010,Пензенская область,12920.4,7331,53.1959,640,1392.0,ПФО
2010,Пермский край,19834.3,10231,58.0105,1400,2649.0,ПФО
2010,Псковская область,12797.6,2146,57.8169,690,682.0,СЗФО
2010,Ростовская область,14647.1,18508,47.2225,1100,4285.0,ЮФО
2010,Рязанская область,13886.3,6211,54.6292,200,1162.0,ЦФО
2010,Саратовская область,12146.6,12665,51.5331,840,2535.0,ПФО
2010,Сахалинская область,30727.0,2563,46.9641,6700,501.0,ДВФО
2010,Свердловская область,22193.8,21264,56.8389,1800,4308.0,УрФО
2010,Смоленская область,14546.0,4206,54.7818,370,993.0,ЦФО
2010,Тамбовская область,13630.8,5321,52.7236,480,1100.0,ЦФО
2010,Томская область,15070.5,6238,56.4846,3600,1040.0,СФО
2010,Ставропольский край,13016.1,13839,45.0428,1400,2777.0,ЮФО
2010,Тульская область,15349.5,4807,54.1931,180,1564.0,ЦФО
2010,Тюменская область,28756.7,26611,57.1522,2100,3379.0,УрФО
2010,Ханты-Мансийский ...,32385.0,8557,60.95,2300,1521.0,УрФО
2010,Ямало-Ненецкий ав...,43367.1,2337,66.53,2500,524.0,УрФО
2010,Ульяновская область,13132.4,4326,54.3142,890,1302.0,ПФО
2010,Челябинская область,16821.1,12385,55.1644,1900,3482.0,УрФО
2010,Забайкальский край,14204.5,4224,52.05,6000,1109.0,СФО
2010,Чукотский авт.округ,38146.8,8,64.7333,6000,51.0,ДВФО
2010,Ярославская область,14490.6,4266,57.6291,270,1280.0,ЦФО
2010,Республика Адыгея,12278.7,1608,44.6101,1500,440.0,ЮФО
2010,Хабаровский край,22478.9,4602,48.4808,6100,1349.0,ДВФО
2010,Республика Башкор...,17498.9,23045,54.7388,1300,4069.0,ПФО
2010,Республика Бурятия,14270.7,3922,51.8333,5200,970.0,СФО
2010,Республика Дагестан,15678.3,9095,42.9833,1600,2869.0,СКФО
2010,Кабардино-Балкарс...,11290.0,2489,43.4833,1700,859.0,СКФО
2010,Республика Алтай,13535.7,1065,51.9582,3600,205.0,СФО
2010,Республика Калмыкия,7774.0,1216,46.3078,1300,290.0,ЮФО
2010,Республика Карелия,16045.7,2129,61.785,1000,649.0,СЗФО
2010,Республика Коми,22260.3,1332,61.6667,1300,912.0,СЗФО
2010,Республика Марий Эл,10335.7,3184,56.63,800,699.0,ПФО
2010,Республика Мордовия,11294.2,3913,54.1833,600,839.0,ПФО
2010,Республика Северн...,13192.9,2450,43.02,1900,712.0,СКФО
2010,Карачаево-Черкесс...,10878.0,470,44.22,1400,474.0,СКФО
2010,Республика Татарстан,18424.0,25444,55.83,800,3784.0,ПФО
2010,Республика Тыва,10159.6,757,51.7,4200,307.0,СФО
2010,Удмуртская Респуб...,12983.6,6154,56.85,1100,1525.0,ПФО
2010,Республика Хакасия,12806.4,1744,53.7167,4000,533.0,СФО
2010,Чеченская Республика,11982.4,969,43.3167,1700,1250.0,СКФО
2010,Чувашская Республика,11065.8,8952,56.15,700,1256.0,ПФО
2010,Республика Саха (...,23088.1,4842,62.0281,5000,959.0,ДВФО
2010,Еврейская автоном...,15347.8,812,48.4667,6700,178.0,ДВФО
2011,Алтайский край,12499.9,8842,53.3548,3600,2417.0,СФО
2011,Амурская область,17789.7,3836,50.2907,6500,829.0,ДВФО
2011,Архангельская обл...,21454.8,4048,64.5393,1200,1225.0,СЗФО
2011,Ненецкий авт.округ,54632.3,488,67.6383,1500,42.0,СЗФО
2011,Астраханская область,16032.0,4077,46.3497,1400,1010.0,ЮФО
2011,Белгородская область,18799.7,10538,50.5978,700,1532.0,ЦФО
2011,Брянская область,15347.6,5647,53.2521,380,1275.0,ЦФО
2011,Владимирская область,14312.2,4980,56.1282,180,1441.0,ЦФО
2011,Волгоградская обл...,14519.4,6924,48.7078,970,2607.0,ЮФО
2011,Вологодская область,15637.9,7044,59.2239,450,1201.0,СЗФО
2011,Воронежская область,15908.5,12700,51.6608,520,2335.0,ЦФО
2011,Нижегородская обл...,18336.7,19884,56.3269,420,3308.0,ПФО
2011,Ивановская область,13005.5,2369,57.0003,300,1060.0,ЦФО
2011,Иркутская область,16017.2,11402,52.2864,5200,2428.0,СФО
2011,Республика Ингушетия,11562.2,681,43.1667,1700,415.0,СКФО
2011,Калининградская о...,16880.5,7294,54.7104,1100,942.0,СЗФО
2011,Тверская область,14943.4,4530,56.8587,180,1350.0,ЦФО
2011,Калужская область,17556.9,7532,54.5143,190,1009.0,ЦФО
2011,Центральный федер...,27089.0,213985,55.7558,0,38445.0,ЦФО
2011,Краснодарский край,18796.0,38935,45.0355,1200,5230.0,ЮФО
2011,Камчатский край,28964.9,1196,53.0444,6770,322.0,ДВФО
2011,Северо-Западный ф...,21184.5,89430,59.9343,635,13626.0,СЗФО
2011,Кемеровская область,16666.0,14986,55.3333,3600,2761.0,СФО
2011,Приволжский федер...,17282.2,168497,55.83,800,29880.0,ПФО
2011,Кировская область,14675.0,6973,58.6035,900,1339.0,ПФО
2011,Уральский федерал...,23907.7,74283,56.8389,1800,12087.0,УрФО
2011,Костромская область,14574.3,1968,57.7679,350,666.0,ЦФО
2011,Сибирский федерал...,16567.9,105420,55.0415,3300,19252.0,СФО
2011,Дальневосточный ф...,22870.0,27430,43.1155,9300,6285.0,ДВФО
2011,Самарская область,21756.1,17115,53.1959,1050,3215.0,ПФО
2011,Южный федеральный...,16584.0,73217,45.0355,1200,13851.0,ЮФО
2011,Курганская область,14353.0,2407,55.4412,1900,909.0,УрФО
2011,Северо-Кавказский...,15050.0,32796,43.02,1900,9439.0,СКФО
2011,Курская область,16386.9,6280,51.7373,500,1126.0,ЦФО
2011,Красноярский край,20145.5,15108,56.0153,4100,2829.0,СФО
2011,г.Санкт-Петербург,26068.8,45058,59.9343,635,4899.0,СЗФО
2011,Ленинградская обл...,15931.8,14813,59.9343,635,1719.0,СЗФО
2011,Липецкая область,16811.3,5854,52.6031,420,1172.0,ЦФО
2011,Магаданская область,30452.1,258,59.5681,5900,156.0,ДВФО
2011,г.Москва,47318.9,23587,55.7558,0,11541.0,ЦФО
2011,Московская область,25604.5,97348,55.7558,0,7106.0,ЦФО
2011,Мурманская область,25303.5,263,68.9792,1900,794.0,СЗФО
2011,Новгородская область,16980.9,3720,58.5214,530,633.0,СЗФО
2011,Приморский край,19159.7,7778,43.1155,9300,1953.0,ДВФО
2011,Новосибирская обл...,18244.1,24015,55.0415,3300,2666.0,СФО
2011,Омская область,17247.9,10706,54.9924,2700,1977.0,СФО
2011,Оренбургская область,14892.0,7774,51.7674,1400,2032.0,ПФО
2011,Орловская область,14824.3,4673,52.9668,360,786.0,ЦФО
2011,Пензенская область,14171.5,9220,53.1959,640,1384.0,ПФО
2011,Пермский край,21307.3,10077,58.0105,1400,2634.0,ПФО
2011,Псковская область,14185.3,2649,57.8169,690,671.0,СЗФО
2011,Ростовская область,16010.3,20636,47.2225,1100,4275.0,ЮФО
2011,Рязанская область,14788.0,6462,54.6292,200,1152.0,ЦФО
2011,Саратовская область,13097.3,13293,51.5331,840,2519.0,ПФО
2011,Сахалинская область,32268.2,3235,46.9641,6700,497.0,ДВФО
2011,Свердловская область,24892.6,22584,56.8389,1800,4297.0,УрФО
2011,Смоленская область,15969.1,4346,54.7818,370,983.0,ЦФО
2011,Тамбовская область,15150.6,5859,52.7236,480,1090.0,ЦФО
2011,Томская область,16516.0,7471,56.4846,3600,1049.0,СФО
2011,Ставропольский край,14439.9,16285,45.0428,1400,2786.0,ЮФО
2011,Тульская область,16975.0,2357,54.1931,180,1550.0,ЦФО
2011,Тюменская область,30705.8,31620,57.1522,2100,3405.0,УрФО
2011,Ханты-Мансийский ...,33926.0,11854,60.95,2300,1537.0,УрФО
2011,Ямало-Ненецкий ав...,46784.5,2900,66.53,2500,525.0,УрФО
2011,Ульяновская область,14312.1,5822,54.3142,890,1290.0,ПФО
2011,Челябинская область,18459.9,17671,55.1644,1900,3476.0,УрФО
2011,Забайкальский край,15968.8,4294,52.05,6000,1106.0,СФО
2011,Чукотский авт.округ,43049.4,44,64.7333,6000,51.0,ДВФО
2011,Ярославская область,15508.9,6955,57.6291,270,1271.0,ЦФО
2011,Республика Адыгея,14271.6,1398,44.6101,1500,440.0,ЮФО
2011,Хабаровский край,23766.2,5625,48.4808,6100,1343.0,ДВФО
2011,Республика Башкор...,19029.8,23684,54.7388,1300,4072.0,ПФО
2011,Республика Бурятия,15715.5,4718,51.8333,5200,972.0,СФО
2011,Республика Дагестан,18278.1,10413,42.9833,1600,2914.0,СКФО
2011,Кабардино-Балкарс...,12636.2,1872,43.4833,1700,860.0,СКФО
2011,Республика Алтай,13836.9,1197,51.9582,3600,207.0,СФО
2011,Республика Калмыкия,8829.4,1247,46.3078,1300,289.0,ЮФО
2011,Республика Карелия,17542.7,2502,61.785,1000,643.0,СЗФО
2011,Республика Коми,23924.9,2038,61.6667,1300,899.0,СЗФО
2011,Республика Марий Эл,11328.4,3692,56.63,800,695.0,ПФО
2011,Республика Мордовия,11948.0,5039,54.1833,600,834.0,ПФО
2011,Республика Северн...,13757.0,2104,43.02,1900,712.0,СКФО
2011,Карачаево-Черкесс...,11741.6,505,44.22,1400,477.0,СКФО
2011,Республика Татарстан,20222.6,30479,55.83,800,3787.0,ПФО
2011,Республика Тыва,10962.8,744,51.7,4200,308.0,СФО
2011,Удмуртская Респуб...,14452.3,6845,56.85,1100,1520.0,ПФО
2011,Республика Хакасия,14222.8,1937,53.7167,4000,532.0,СФО
2011,Чеченская Республика,14026.5,937,43.3167,1700,1275.0,СКФО
2011,Чувашская Республика,12083.0,8599,56.15,700,1251.0,ПФО
2011,Республика Саха (...,25616.9,4659,62.0281,5000,958.0,ДВФО
2011,Еврейская автоном...,16525.3,799,48.4667,6700,176.0,ДВФО
2012,Алтайский край,13628.9,8472,53.3548,3600,2407.0,СФО
2012,Амурская область,21469.3,5629,50.2907,6500,821.0,ДВФО
2012,Архангельская обл...,23635.8,4365,64.5393,1200,1213.0,СЗФО
2012,Ненецкий авт.округ,61936.9,485,67.6383,1500,42.0,СЗФО
2012,Астраханская область,17773.4,3733,46.3497,1400,1015.0,ЮФО
2012,Белгородская область,21562.9,11104,50.5978,700,1536.0,ЦФО
2012,Брянская область,17421.6,6084,53.2521,380,1264.0,ЦФО
2012,Владимирская область,16136.0,5626,56.1282,180,1432.0,ЦФО
2012,Волгоградская обл...,16066.4,10160,48.7078,970,2595.0,ЮФО
2012,Вологодская область,18125.2,6027,59.2239,450,1198.0,СЗФО
2012,Воронежская область,18885.1,15581,51.6608,520,2332.0,ЦФО
2012,Нижегородская обл...,21517.6,20273,56.3269,420,3297.0,ПФО
2012,Ивановская область,15930.1,2414,57.0003,300,1054.0,ЦФО
2012,Иркутская область,17720.3,13233,52.2864,5200,2424.0,СФО
2012,Республика Ингушетия,12375.5,717,43.1667,1700,430.0,СКФО
2012,Калининградская о...,19371.3,8235,54.7104,1100,947.0,СЗФО
2012,Тверская область,17247.3,4782,56.8587,180,1342.0,ЦФО
2012,Калужская область,20621.2,7827,54.5143,190,1008.0,ЦФО
2012,Центральный федер...,29721.0,221774,55.7558,0,38538.0,ЦФО
2012,Краснодарский край,21077.2,48833,45.0355,1200,5284.0,ЮФО
2012,Камчатский край,31481.6,1010,53.0444,6770,320.0,ДВФО
2012,Северо-Западный ф...,23403.1,87285,59.9343,635,13660.0,СЗФО
2012,Кемеровская область,18385.5,15059,55.3333,3600,2751.0,СФО
2012,Приволжский федер...,19596.8,176069,55.83,800,29811.0,ПФО
2012,Кировская область,16529.9,6915,58.6035,900,1328.0,ПФО
2012,Уральский федерал...,26174.8,90717,56.8389,1800,12143.0,УрФО
2012,Костромская область,15808.2,2693,57.7679,350,662.0,ЦФО
2012,Сибирский федерал...,18322.1,109979,55.0415,3300,19261.0,СФО
2012,Дальневосточный ф...,25325.9,28717,43.1155,9300,6266.0,ДВФО
2012,Самарская область,24683.0,19968,53.1959,1050,3214.0,ПФО
2012,Южный федеральный...,18602.9,87651,45.0355,1200,13884.0,ЮФО
2012,Курганская область,16019.5,3251,55.4412,1900,896.0,УрФО
2012,Северо-Кавказский...,17076.2,35306,43.02,1900,9493.0,СКФО
2012,Курская область,18807.8,6359,51.7373,500,1122.0,ЦФО
2012,Красноярский край,22137.6,16095,56.0153,4100,2838.0,СФО
2012,г.Санкт-Петербург,27794.6,41758,59.9343,635,4953.0,СЗФО
2012,Ленинградская обл...,17925.0,14824,59.9343,635,1734.0,СЗФО
2012,Липецкая область,19777.4,5377,52.6031,420,1166.0,ЦФО
2012,Магаданская область,36575.6,384,59.5681,5900,155.0,ДВФО
2012,г.Москва,48621.6,42551,55.7558,0,11613.0,ЦФО
2012,Московская область,29699.1,81075,55.7558,0,7199.0,ЦФО
2012,Мурманская область,28604.2,436,68.9792,1900,788.0,СЗФО
2012,Новгородская область,19649.2,4358,58.5214,530,630.0,СЗФО
2012,Приморский край,21299.7,7808,43.1155,9300,1951.0,ДВФО
2012,Новосибирская обл...,20637.1,25083,55.0415,3300,2687.0,СФО
2012,Омская область,19468.8,10168,54.9924,2700,1975.0,СФО
2012,Оренбургская область,16539.1,7814,51.7674,1400,2024.0,ПФО
2012,Орловская область,16762.2,4633,52.9668,360,781.0,ЦФО
2012,Пензенская область,15765.3,10314,53.1959,640,1377.0,ПФО
2012,Пермский край,23269.6,11704,58.0105,1400,2631.0,ПФО
2012,Псковская область,16412.1,3116,57.8169,690,667.0,СЗФО
2012,Ростовская область,17987.3,22634,47.2225,1100,4260.0,ЮФО
2012,Рязанская область,17664.4,7400,54.6292,200,1148.0,ЦФО
2012,Саратовская область,14243.3,11386,51.5331,840,2509.0,ПФО
2012,Сахалинская область,33459.5,2692,46.9641,6700,495.0,ДВФО
2012,Свердловская область,27709.2,24177,56.8389,1800,4307.0,УрФО
2012,Смоленская область,18250.4,2985,54.7818,370,981.0,ЦФО
2012,Тамбовская область,17469.8,5204,52.7236,480,1082.0,ЦФО
2012,Томская область,17875.6,7809,56.4846,3600,1058.0,СФО
2012,Ставропольский край,16877.2,16740,45.0428,1400,2787.0,ЮФО
2012,Тульская область,19291.1,2907,54.1931,180,1545.0,ЦФО
2012,Тюменская область,33280.7,39013,57.1522,2100,3460.0,УрФО
2012,Ханты-Мансийский ...,36088.1,15675,60.95,2300,1561.0,УрФО
2012,Ямало-Ненецкий ав...,52342.3,3583,66.53,2500,537.0,УрФО
2012,Ульяновская область,16350.6,6427,54.3142,890,1282.0,ПФО
2012,Челябинская область,19762.5,24276,55.1644,1900,3480.0,УрФО
2012,Забайкальский край,17335.6,4508,52.05,6000,1100.0,СФО
2012,Чукотский авт.округ,47856.7,26,64.7333,6000,51.0,ДВФО
2012,Ярославская область,18512.5,7171,57.6291,270,1271.0,ЦФО
2012,Республика Адыгея,17025.3,1298,44.6101,1500,443.0,ЮФО
2012,Хабаровский край,25649.3,4756,48.4808,6100,1342.0,ДВФО
2012,Республика Башкор...,21258.8,27085,54.7388,1300,4064.0,ПФО
2012,Республика Бурятия,17119.0,5429,51.8333,5200,971.0,СФО
2012,Республика Дагестан,20647.9,10684,42.9833,1600,2931.0,СКФО
2012,Кабардино-Балкарс...,13681.1,2010,43.4833,1700,859.0,СКФО
2012,Республика Алтай,14277.7,1266,51.9582,3600,209.0,СФО
2012,Республика Калмыкия,10183.8,993,46.3078,1300,287.0,ЮФО
2012,Республика Карелия,20037.4,2773,61.785,1000,640.0,СЗФО
2012,Республика Коми,26787.3,1392,61.6667,1300,890.0,СЗФО
2012,Республика Марий Эл,12537.9,4290,56.63,800,692.0,ПФО
2012,Республика Мордовия,13062.7,3949,54.1833,600,825.0,ПФО
2012,Республика Северн...,16184.7,1537,43.02,1900,709.0,СКФО
2012,Карачаево-Черкесс...,13353.9,645,44.22,1400,475.0,СКФО
2012,Республика Татарстан,24009.8,29538,55.83,800,3803.0,ПФО
2012,Республика Тыва,11932.6,702,51.7,4200,309.0,СФО
2012,Удмуртская Респуб...,16411.0,7338,56.85,1100,1518.0,ПФО
2012,Республика Хакасия,15991.4,2154,53.7167,4000,532.0,СФО
2012,Чеченская Республика,15256.9,2973,43.3167,1700,1302.0,СКФО
2012,Чувашская Республика,13754.9,9068,56.15,700,1247.0,ПФО
2012,Республика Саха (...,28457.3,5520,62.0281,5000,956.0,ДВФО
2012,Еврейская автоном...,18151.4,891,48.4667,6700,175.0,ДВФО
